Wave number (cm-1),Transmitance (%),,
,PB made with 25 g rice bran,PB made with 50 g rice bran,PB made with 100 g rice bran
3250.085,-2.9492,-2.90131,-2.75753
3250.568,-2.95624,-2.90589,-2.76492
3251.05,-2.96354,-2.91056,-2.77237
3251.532,-2.97107,-2.91541,-2.77971
3252.014,-2.9787,-2.92044,-2.78687
3252.496,-2.98635,-2.92563,-2.79376
3252.978,-2.99397,-2.93091,-2.80037
3253.46,-3.00153,-2.93624,-2.80673
3253.943,-3.00902,-2.94156,-2.81291
3254.425,-3.01647,-2.94686,-2.81897
3254.907,-3.0239,-2.95216,-2.82499
3255.389,-3.0313,-2.95752,-2.83101
3255.871,-3.03866,-2.96299,-2.83708
3256.353,-3.04592,-2.96861,-2.84321
3256.835,-3.05301,-2.97436,-2.84942
3257.318,-3.05989,-2.9802,-2.85568
3257.8,-3.06649,-2.98601,-2.86195
3258.282,-3.07281,-2.99168,-2.86817
3258.764,-3.07885,-2.99708,-2.87428
3259.246,-3.08466,-3.00218,-2.88017
3259.728,-3.09028,-3.00697,-2.88579
3260.21,-3.09574,-3.01149,-2.89108
3260.693,-3.10113,-3.01586,-2.89602
3261.175,-3.10649,-3.02016,-2.90061
3261.657,-3.11184,-3.0245,-2.90489
3262.139,-3.11725,-3.02891,-2.9089
3262.621,-3.12273,-3.03345,-2.91271
3263.103,-3.12829,-3.03808,-2.91635
3263.585,-3.13393,-3.0428,-2.91989
3264.068,-3.13963,-3.04758,-2.92339
3264.55,-3.1454,-3.05242,-2.92691
3265.032,-3.15126,-3.0573,-2.93051
3265.514,-3.15724,-3.06221,-2.93421
3265.996,-3.16338,-3.06711,-2.93804
3266.478,-3.16969,-3.07199,-2.94193
3266.96,-3.17621,-3.07676,-2.94581
3267.442,-3.18291,-3.08139,-2.9496
3267.925,-3.18969,-3.08582,-2.95319
3268.407,-3.19647,-3.09001,-2.95655
3268.889,-3.20315,-3.09392,-2.95967
3269.371,-3.20961,-3.09753,-2.9626
3269.853,-3.21581,-3.10087,-2.96543
3270.335,-3.22172,-3.10395,-2.96823
3270.817,-3.22736,-3.10689,-2.97112
3271.3,-3.23282,-3.10975,-2.97415
3271.782,-3.23816,-3.11269,-2.97735
3272.264,-3.24342,-3.1158,-2.98074
3272.746,-3.24869,-3.11918,-2.98435
3273.228,-3.25397,-3.12281,-2.98816
3273.71,-3.25923,-3.12663,-2.99221
3274.192,-3.26443,-3.13049,-2.99644
3274.675,-3.26949,-3.1342,-3.00083
3275.157,-3.27432,-3.13756,-3.00531
3275.639,-3.2788,-3.14044,-3.0098
3276.121,-3.2829,-3.14276,-3.0142
3276.603,-3.28658,-3.14456,-3.01847
3277.085,-3.28988,-3.14596,-3.02255
3277.567,-3.29291,-3.14711,-3.02646
3278.05,-3.2958,-3.1482,-3.0302
3278.532,-3.2987,-3.14939,-3.03381
3279.014,-3.30174,-3.15078,-3.03727
3279.496,-3.305,-3.1524,-3.0406
3279.978,-3.30848,-3.15422,-3.04374
3280.46,-3.31215,-3.15614,-3.04668
3280.942,-3.31591,-3.15806,-3.04936
3281.425,-3.31965,-3.15986,-3.05179
3281.906,-3.32332,-3.16149,-3.05396
3282.389,-3.32685,-3.16289,-3.05592
3282.871,-3.33021,-3.16409,-3.05766
3283.353,-3.33343,-3.16515,-3.05922
3283.835,-3.33648,-3.16613,-3.06058
3284.317,-3.33935,-3.16709,-3.06172
3284.799,-3.34205,-3.16808,-3.06259
3285.281,-3.34452,-3.16913,-3.06317
3285.764,-3.34673,-3.17019,-3.06345
3286.246,-3.34863,-3.17122,-3.06341
3286.728,-3.35023,-3.17216,-3.06311
3287.21,-3.35149,-3.17293,-3.0626
3287.692,-3.3524,-3.17345,-3.06194
3288.174,-3.35303,-3.17368,-3.06121
3288.656,-3.35341,-3.17358,-3.06045
3289.139,-3.35365,-3.17318,-3.05972
3289.621,-3.35389,-3.17254,-3.05904
3290.103,-3.35429,-3.17175,-3.05843
3290.585,-3.35499,-3.17094,-3.05791
3291.067,-3.35613,-3.17023,-3.05748
3291.549,-3.35773,-3.16972,-3.05715
3292.031,-3.35976,-3.16949,-3.05693
3292.514,-3.36214,-3.16957,-3.05683
3292.996,-3.36473,-3.16993,-3.05685
3293.478,-3.36735,-3.17055,-3.05701
3293.96,-3.36989,-3.17141,-3.05727
3294.442,-3.37226,-3.1725,-3.05764
3294.924,-3.37439,-3.17378,-3.05809
3295.406,-3.37628,-3.17525,-3.0586
3295.889,-3.37792,-3.17683,-3.05917
3296.371,-3.37934,-3.17844,-3.05982
3296.853,-3.38054,-3.17992,-3.06053
3297.335,-3.38159,-3.18116,-3.06133
3297.817,-3.38251,-3.18201,-3.06219
3298.299,-3.38335,-3.18241,-3.06307
3298.781,-3.38417,-3.18236,-3.06386
3299.263,-3.38498,-3.18195,-3.06446
3299.746,-3.38577,-3.18126,-3.06474
3300.228,-3.38653,-3.18045,-3.06464
3300.71,-3.38719,-3.17962,-3.06413
3301.192,-3.3877,-3.17889,-3.06326
3301.674,-3.38803,-3.17827,-3.06214
3302.156,-3.3882,-3.1778,-3.06093
3302.638,-3.38824,-3.17747,-3.05976
3303.121,-3.38825,-3.17725,-3.05878
3303.603,-3.38831,-3.17709,-3.05805
3304.085,-3.38847,-3.17695,-3.0576
3304.567,-3.38878,-3.17678,-3.05741
3305.049,-3.38922,-3.17648,-3.05744
3305.531,-3.38975,-3.17603,-3.05759
3306.013,-3.39034,-3.17536,-3.0578
3306.496,-3.39096,-3.17449,-3.05793
3306.978,-3.39156,-3.17341,-3.05787
3307.46,-3.39217,-3.17217,-3.05752
3307.942,-3.39282,-3.17079,-3.0568
3308.424,-3.39354,-3.16933,-3.05567
3308.906,-3.39439,-3.16778,-3.05419
3309.388,-3.39545,-3.16621,-3.05245
3309.871,-3.39675,-3.16466,-3.05064
3310.353,-3.39832,-3.16321,-3.0489
3310.835,-3.40016,-3.16192,-3.04735
3311.317,-3.40223,-3.16088,-3.04605
3311.799,-3.40439,-3.16008,-3.04496
3312.281,-3.40653,-3.15952,-3.04396
3312.763,-3.4085,-3.15911,-3.04296
3313.246,-3.41014,-3.15873,-3.04185
3313.728,-3.41142,-3.15825,-3.04059
3314.21,-3.41232,-3.15763,-3.03923
3314.692,-3.41293,-3.15685,-3.03783
3315.174,-3.41342,-3.15595,-3.0365
3315.656,-3.41397,-3.15502,-3.03529
3316.138,-3.41472,-3.15412,-3.03421
3316.62,-3.41581,-3.15332,-3.03322
3317.103,-3.41729,-3.15261,-3.03225
3317.585,-3.41915,-3.15196,-3.03125
3318.067,-3.42134,-3.1513,-3.03023
3318.549,-3.42381,-3.15058,-3.02926
3319.031,-3.4265,-3.14972,-3.02848
3319.513,-3.42934,-3.14872,-3.028
3319.995,-3.43229,-3.14756,-3.02793
3320.478,-3.4353,-3.14626,-3.02829
3320.96,-3.43827,-3.14481,-3.02902
3321.442,-3.44117,-3.14325,-3.02997
3321.924,-3.44389,-3.14163,-3.03103
3322.406,-3.44635,-3.13999,-3.03204
3322.888,-3.4485,-3.13842,-3.03292
3323.37,-3.45029,-3.13696,-3.03361
3323.853,-3.45169,-3.13567,-3.03414
3324.335,-3.45271,-3.13455,-3.0345
3324.817,-3.45336,-3.1336,-3.03471
3325.299,-3.45368,-3.13274,-3.03476
3325.781,-3.45372,-3.13194,-3.03465
3326.263,-3.45358,-3.13111,-3.03431
3326.745,-3.45333,-3.13022,-3.03377
3327.228,-3.45304,-3.12918,-3.03297
3327.71,-3.4528,-3.12795,-3.03196
3328.192,-3.45263,-3.12645,-3.0307
3328.674,-3.45253,-3.12463,-3.02924
3329.156,-3.45251,-3.12242,-3.02755
3329.638,-3.45252,-3.11985,-3.02566
3330.12,-3.45255,-3.11699,-3.02356
3330.603,-3.4526,-3.11394,-3.02131
3331.084,-3.45266,-3.11084,-3.01892
3331.567,-3.45272,-3.10783,-3.01651
3332.049,-3.4528,-3.10502,-3.0141
3332.531,-3.45286,-3.10241,-3.01178
3333.013,-3.45288,-3.1,-3.00956
3333.495,-3.45286,-3.09769,-3.00747
3333.977,-3.45278,-3.09545,-3.0055
3334.459,-3.45264,-3.09323,-3.00367
3334.942,-3.45251,-3.09106,-3.00197
3335.424,-3.4524,-3.08896,-3.00042
3335.906,-3.45238,-3.08701,-2.99906
3336.388,-3.45244,-3.08525,-2.9979
3336.87,-3.45263,-3.08368,-2.99692
3337.352,-3.45289,-3.08232,-2.9961
3337.834,-3.4532,-3.08109,-2.99535
3338.317,-3.45353,-3.07998,-2.99462
3338.799,-3.45384,-3.07893,-2.99382
3339.281,-3.45408,-3.07791,-2.99289
3339.763,-3.45423,-3.07689,-2.99183
3340.245,-3.45424,-3.07586,-2.99068
3340.727,-3.45407,-3.07476,-2.98948
3341.209,-3.45369,-3.07359,-2.98833
3341.692,-3.45306,-3.07232,-2.98732
3342.174,-3.45218,-3.07099,-2.98649
3342.656,-3.45108,-3.06959,-2.98587
3343.138,-3.4498,-3.06819,-2.98543
3343.62,-3.44837,-3.06678,-2.98508
3344.102,-3.44689,-3.0654,-2.98473
3344.584,-3.44538,-3.06399,-2.98426
3345.067,-3.4439,-3.06255,-2.98365
3345.549,-3.44251,-3.06101,-2.98286
3346.031,-3.4413,-3.05937,-2.98195
3346.513,-3.44035,-3.05761,-2.98102
3346.995,-3.43973,-3.05573,-2.98014
3347.477,-3.43951,-3.05376,-2.97938
3347.959,-3.43965,-3.05166,-2.97871
3348.441,-3.44007,-3.04944,-2.97805
3348.924,-3.44061,-3.04705,-2.97724
3349.406,-3.44103,-3.0445,-2.97614
3349.888,-3.4411,-3.04177,-2.97461
3350.37,-3.44061,-3.03892,-2.9726
3350.852,-3.43941,-3.03597,-2.97013
3351.334,-3.43743,-3.03297,-2.96727
3351.816,-3.4347,-3.0299,-2.96412
3352.299,-3.43131,-3.02679,-2.96081
3352.781,-3.42736,-3.02356,-2.95741
3353.263,-3.42305,-3.02024,-2.95404
3353.745,-3.41854,-3.01679,-2.95075
3354.227,-3.41397,-3.0133,-2.94764
3354.709,-3.40954,-3.00981,-2.94476
3355.191,-3.40536,-3.00639,-2.94217
3355.674,-3.40154,-3.00307,-2.93986
3356.156,-3.39812,-2.99979,-2.93775
3356.638,-3.3951,-2.99644,-2.93569
3357.12,-3.3924,-2.99287,-2.93355
3357.602,-3.38989,-2.98897,-2.93116
3358.084,-3.38745,-2.98465,-2.92846
3358.566,-3.38491,-2.97991,-2.92546
3359.049,-3.38216,-2.97484,-2.92228
3359.531,-3.37916,-2.96961,-2.91906
3360.013,-3.37587,-2.96437,-2.91595
3360.495,-3.37232,-2.95928,-2.91304
3360.977,-3.36857,-2.95445,-2.91038
3361.459,-3.36465,-2.94994,-2.90794
3361.941,-3.36058,-2.94576,-2.90568
3362.424,-3.35639,-2.94192,-2.90355
3362.906,-3.35204,-2.93837,-2.90155
3363.388,-3.34753,-2.93513,-2.89975
3363.87,-3.34288,-2.93219,-2.8982
3364.352,-3.3381,-2.92957,-2.89695
3364.834,-3.33326,-2.92731,-2.896
3365.316,-3.32848,-2.92545,-2.89529
3365.798,-3.32382,-2.92401,-2.89474
3366.281,-3.31939,-2.92298,-2.8942
3366.763,-3.3152,-2.92234,-2.8936
3367.245,-3.31127,-2.92198,-2.89289
3367.727,-3.30751,-2.92176,-2.89204
3368.209,-3.30379,-2.92149,-2.89107
3368.691,-3.30003,-2.921,-2.88998
3369.173,-3.29607,-2.92014,-2.88875
3369.656,-3.29183,-2.91882,-2.88733
3370.138,-3.28725,-2.91701,-2.88564
3370.62,-3.28231,-2.91478,-2.88362
3371.102,-3.277,-2.91218,-2.88124
3371.584,-3.2714,-2.9093,-2.87852
3372.066,-3.26558,-2.90622,-2.87554
3372.548,-3.25968,-2.903,-2.8724
3373.031,-3.25387,-2.89968,-2.86924
3373.513,-3.2483,-2.8963,-2.86618
3373.995,-3.2431,-2.89288,-2.86331
3374.477,-3.23834,-2.88947,-2.86066
3374.959,-3.23397,-2.88611,-2.8582
3375.441,-3.22986,-2.8828,-2.85583
3375.923,-3.22582,-2.87958,-2.85347
3376.406,-3.22168,-2.87641,-2.85097
3376.888,-3.2173,-2.87331,-2.84826
3377.37,-3.21263,-2.87024,-2.84528
3377.852,-3.20776,-2.86722,-2.84208
3378.334,-3.2028,-2.86418,-2.8387
3378.816,-3.19787,-2.86109,-2.83523
3379.298,-3.19309,-2.85786,-2.8317
3379.781,-3.18844,-2.85441,-2.82814
3380.262,-3.18384,-2.85064,-2.82449
3380.745,-3.17914,-2.84655,-2.82065
3381.227,-3.17416,-2.84214,-2.81653
3381.709,-3.16875,-2.83753,-2.81207
3382.191,-3.16286,-2.83288,-2.80726
3382.673,-3.15651,-2.82831,-2.80221
3383.155,-3.1498,-2.82395,-2.79706
3383.637,-3.14292,-2.81979,-2.79204
3384.12,-3.13603,-2.8158,-2.78731
3384.602,-3.1293,-2.81186,-2.78301
3385.084,-3.12288,-2.80787,-2.77919
3385.566,-3.11686,-2.80373,-2.77586
3386.048,-3.11128,-2.79945,-2.77288
3386.53,-3.1061,-2.79505,-2.77013
3387.012,-3.10128,-2.79061,-2.76745
3387.495,-3.09667,-2.78617,-2.7647
3387.977,-3.09211,-2.78178,-2.76179
3388.459,-3.08747,-2.7774,-2.75865
3388.941,-3.0826,-2.773,-2.75532
3389.423,-3.07741,-2.76853,-2.75188
3389.905,-3.07189,-2.764,-2.74842
3390.387,-3.06605,-2.75946,-2.74505
3390.87,-3.05998,-2.75499,-2.74185
3391.352,-3.05379,-2.75067,-2.7388
3391.834,-3.04761,-2.74658,-2.73589
3392.316,-3.04154,-2.74272,-2.73297
3392.798,-3.03567,-2.73902,-2.72993
3393.28,-3.03005,-2.73536,-2.72664
3393.762,-3.02466,-2.73157,-2.72305
3394.245,-3.01951,-2.72751,-2.7192
3394.727,-3.0145,-2.72307,-2.71518
3395.209,-3.00957,-2.71822,-2.71112
3395.691,-3.00466,-2.71297,-2.70721
3396.173,-2.99973,-2.70743,-2.70354
3396.655,-2.9948,-2.70168,-2.70017
3397.137,-2.98989,-2.69585,-2.69706
3397.619,-2.9851,-2.69001,-2.69412
3398.102,-2.98049,-2.68421,-2.69121
3398.584,-2.97611,-2.67843,-2.68817
3399.066,-2.97201,-2.67266,-2.68486
3399.548,-2.96821,-2.66685,-2.68119
3400.03,-2.96472,-2.66101,-2.6771
3400.512,-2.96158,-2.65522,-2.67262
3400.994,-2.95884,-2.64955,-2.66779
3401.477,-2.95655,-2.64418,-2.66275
3401.959,-2.95478,-2.63921,-2.65762
3402.441,-2.95351,-2.63474,-2.65258
3402.923,-2.95268,-2.63073,-2.64774
3403.405,-2.95216,-2.62707,-2.64325
3403.887,-2.95174,-2.62353,-2.63915
3404.369,-2.95118,-2.61988,-2.63545
3404.852,-2.95028,-2.61587,-2.63206
3405.334,-2.94885,-2.61137,-2.62891
3405.816,-2.94671,-2.60629,-2.62583
3406.298,-2.94375,-2.60067,-2.6227
3406.78,-2.93987,-2.59456,-2.61934
3407.262,-2.93501,-2.58807,-2.61565
3407.744,-2.92916,-2.5813,-2.61149
3408.227,-2.9224,-2.57431,-2.60682
3408.709,-2.91489,-2.56714,-2.60158
3409.191,-2.90686,-2.55983,-2.5958
3409.673,-2.89865,-2.55245,-2.58956
3410.155,-2.89051,-2.54503,-2.58301
3410.637,-2.88268,-2.5377,-2.57629
3411.119,-2.87527,-2.5305,-2.56961
3411.602,-2.86827,-2.52353,-2.56312
3412.083,-2.86156,-2.5168,-2.55695
3412.566,-2.85497,-2.51035,-2.55124
3413.048,-2.84832,-2.50414,-2.54599
3413.53,-2.84144,-2.49815,-2.54118
3414.012,-2.83423,-2.49233,-2.53674
3414.494,-2.82666,-2.48666,-2.53256
3414.976,-2.81874,-2.48104,-2.52853
3415.458,-2.81056,-2.47544,-2.52453
3415.941,-2.8022,-2.46975,-2.52053
3416.423,-2.79376,-2.46386,-2.51649
3416.905,-2.78532,-2.45767,-2.5124
3417.387,-2.77698,-2.45111,-2.5083
3417.869,-2.76879,-2.44419,-2.50422
3418.351,-2.76078,-2.43694,-2.50012
3418.833,-2.753,-2.42951,-2.49599
3419.316,-2.74542,-2.42203,-2.49178
3419.798,-2.73803,-2.4147,-2.48741
3420.28,-2.73084,-2.40759,-2.48287
3420.762,-2.72384,-2.40081,-2.47812
3421.244,-2.71702,-2.39431,-2.4732
3421.726,-2.71046,-2.3881,-2.4681
3422.208,-2.7042,-2.38211,-2.46287
3422.691,-2.6983,-2.37638,-2.45755
3423.173,-2.69282,-2.37091,-2.45213
3423.655,-2.6878,-2.36582,-2.44664
3424.137,-2.68318,-2.36114,-2.4411
3424.619,-2.67891,-2.35689,-2.43552
3425.101,-2.67484,-2.35304,-2.42995
3425.583,-2.67076,-2.34944,-2.42441
3426.066,-2.66655,-2.34598,-2.41897
3426.548,-2.66209,-2.34255,-2.41365
3427.03,-2.65737,-2.33917,-2.40856
3427.512,-2.65249,-2.33594,-2.40376
3427.994,-2.64763,-2.33308,-2.39934
3428.476,-2.64297,-2.33075,-2.39536
3428.958,-2.63859,-2.3291,-2.39181
3429.44,-2.6345,-2.32805,-2.38862
3429.923,-2.63048,-2.32738,-2.38563
3430.405,-2.62622,-2.32668,-2.38258
3430.887,-2.6214,-2.3255,-2.37926
3431.369,-2.61577,-2.32343,-2.37549
3431.851,-2.60921,-2.32023,-2.37124
3432.333,-2.6018,-2.31581,-2.36658
3432.815,-2.59367,-2.31022,-2.36171
3433.298,-2.58501,-2.30361,-2.35683
3433.78,-2.57595,-2.29614,-2.35216
3434.262,-2.56653,-2.28795,-2.34778
3434.744,-2.55665,-2.27917,-2.34373
3435.226,-2.54615,-2.26985,-2.33991
3435.708,-2.5349,-2.26005,-2.33618
3436.19,-2.52282,-2.24983,-2.33236
3436.673,-2.50998,-2.2393,-2.32832
3437.155,-2.49663,-2.22864,-2.32392
3437.637,-2.48312,-2.21804,-2.31909
3438.119,-2.46986,-2.20776,-2.31379
3438.601,-2.45726,-2.19799,-2.30805
3439.083,-2.44558,-2.18888,-2.30185
3439.565,-2.43498,-2.18048,-2.29527
3440.048,-2.42548,-2.17277,-2.28837
3440.53,-2.41696,-2.16563,-2.28127
3441.012,-2.4092,-2.15896,-2.27414
3441.494,-2.40199,-2.15261,-2.26713
3441.976,-2.39511,-2.14654,-2.26042
3442.458,-2.38837,-2.14071,-2.25416
3442.94,-2.38171,-2.13519,-2.24846
3443.423,-2.37512,-2.13005,-2.24338
3443.905,-2.36865,-2.12533,-2.23894
3444.387,-2.36239,-2.12101,-2.23508
3444.869,-2.3564,-2.11699,-2.23169
3445.351,-2.35064,-2.1131,-2.22858
3445.833,-2.34498,-2.10913,-2.22555
3446.315,-2.33924,-2.10491,-2.22233
3446.797,-2.33323,-2.10035,-2.2187
3447.28,-2.32677,-2.09545,-2.21453
3447.762,-2.31982,-2.0903,-2.20974
3448.244,-2.31244,-2.08499,-2.20435
3448.726,-2.30476,-2.07961,-2.19851
3449.208,-2.29699,-2.07418,-2.19241
3449.69,-2.28931,-2.06865,-2.18626
3450.172,-2.28183,-2.06298,-2.18022
3450.655,-2.27462,-2.05714,-2.17443
3451.137,-2.26765,-2.05114,-2.1689
3451.619,-2.26085,-2.04502,-2.16363
3452.101,-2.25419,-2.03888,-2.15848
3452.583,-2.24762,-2.03281,-2.15336
3453.065,-2.24111,-2.02681,-2.14811
3453.547,-2.23469,-2.02083,-2.14263
3454.03,-2.22832,-2.01479,-2.13681
3454.512,-2.22199,-2.00863,-2.13066
3454.994,-2.21562,-2.00227,-2.12421
3455.476,-2.20918,-1.99575,-2.11758
3455.958,-2.20256,-1.9891,-2.11087
3456.44,-2.19568,-1.98238,-2.10421
3456.922,-2.18847,-1.97553,-2.09762
3457.405,-2.18087,-1.96848,-2.09112
3457.887,-2.1728,-1.96103,-2.08458
3458.369,-2.16425,-1.95303,-2.07792
3458.851,-2.15523,-1.94436,-2.07104
3459.333,-2.14582,-1.93506,-2.06391
3459.815,-2.13617,-1.92528,-2.05655
3460.297,-2.12642,-1.91527,-2.04906
3460.78,-2.11671,-1.90531,-2.0415
3461.261,-2.10717,-1.89559,-2.03391
3461.744,-2.09787,-1.88621,-2.02629
3462.226,-2.08883,-1.87715,-2.01855
3462.708,-2.08008,-1.86833,-2.01065
3463.19,-2.07164,-1.85965,-2.00258
3463.672,-2.06356,-1.85108,-1.99441
3464.154,-2.05596,-1.84263,-1.98636
3464.636,-2.04888,-1.8344,-1.97861
3465.119,-2.04232,-1.82645,-1.97138
3465.601,-2.03618,-1.81882,-1.9647
3466.083,-2.03032,-1.81143,-1.95848
3466.565,-2.0245,-1.80423,-1.9525
3467.047,-2.01857,-1.79709,-1.94655
3467.529,-2.01245,-1.78999,-1.94037
3468.011,-2.00618,-1.78292,-1.93387
3468.494,-1.99987,-1.77596,-1.92704
3468.976,-1.99373,-1.76919,-1.91996
3469.458,-1.98793,-1.76269,-1.91282
3469.94,-1.98253,-1.75653,-1.90577
3470.422,-1.97749,-1.75062,-1.89896
3470.904,-1.97256,-1.74488,-1.89246
3471.386,-1.96737,-1.73913,-1.88632
3471.869,-1.96155,-1.73323,-1.88053
3472.351,-1.95472,-1.72707,-1.87505
3472.833,-1.94665,-1.72061,-1.86984
3473.315,-1.93729,-1.71386,-1.86486
3473.797,-1.92673,-1.70692,-1.86002
3474.279,-1.91525,-1.69985,-1.85524
3474.761,-1.9032,-1.69279,-1.85042
3475.244,-1.891,-1.68579,-1.84548
3475.726,-1.87903,-1.67888,-1.8403
3476.208,-1.86759,-1.67202,-1.83485
3476.69,-1.85691,-1.66513,-1.82908
3477.172,-1.84706,-1.65807,-1.82301
3477.654,-1.83799,-1.6507,-1.81666
3478.136,-1.82962,-1.64292,-1.8101
3478.618,-1.82179,-1.63464,-1.80338
3479.101,-1.81434,-1.62587,-1.79664
3479.583,-1.80721,-1.61666,-1.78996
3480.065,-1.80038,-1.60715,-1.78346
3480.547,-1.79389,-1.59748,-1.77721
3481.029,-1.78785,-1.5878,-1.77126
3481.511,-1.78235,-1.57825,-1.76555
3481.993,-1.77745,-1.56902,-1.76006
3482.476,-1.77322,-1.56027,-1.75467
3482.958,-1.76966,-1.55225,-1.74935
3483.44,-1.76679,-1.54518,-1.74405
3483.922,-1.76463,-1.53931,-1.73881
3484.404,-1.76317,-1.53478,-1.73367
3484.886,-1.76236,-1.53158,-1.72875
3485.368,-1.7621,-1.52947,-1.72409
3485.851,-1.76211,-1.52804,-1.71975
3486.333,-1.76198,-1.52673,-1.71567
3486.815,-1.76124,-1.525,-1.71176
3487.297,-1.75941,-1.52244,-1.70793
3487.779,-1.75612,-1.51887,-1.70409
3488.261,-1.75119,-1.51436,-1.70018
3488.743,-1.74471,-1.50916,-1.69617
3489.226,-1.73697,-1.50365,-1.69204
3489.708,-1.72843,-1.49823,-1.68777
3490.19,-1.71966,-1.49329,-1.68341
3490.672,-1.71116,-1.48908,-1.67895
3491.154,-1.70329,-1.48575,-1.67445
3491.636,-1.69621,-1.48322,-1.67
3492.118,-1.68978,-1.48128,-1.66567
3492.601,-1.68365,-1.47959,-1.66151
3493.083,-1.67739,-1.47777,-1.65755
3493.565,-1.67059,-1.47547,-1.65372
3494.047,-1.66295,-1.47242,-1.64999
3494.529,-1.65431,-1.46844,-1.64624
3495.011,-1.64467,-1.46338,-1.64236
3495.493,-1.63405,-1.4572,-1.63821
3495.975,-1.62249,-1.44983,-1.63367
3496.458,-1.61004,-1.44127,-1.62862
3496.94,-1.59673,-1.43156,-1.62291
3497.422,-1.58262,-1.42084,-1.61641
3497.904,-1.5679,-1.40927,-1.60904
3498.386,-1.55285,-1.39718,-1.6008
3498.868,-1.5379,-1.38492,-1.59181
3499.35,-1.52355,-1.37291,-1.58228
3499.833,-1.51025,-1.3615,-1.57254
3500.315,-1.49829,-1.351,-1.56293
3500.797,-1.48778,-1.34154,-1.55376
3501.279,-1.4786,-1.33318,-1.54522
3501.761,-1.47044,-1.32582,-1.53741
3502.243,-1.46296,-1.31936,-1.53026
3502.725,-1.45584,-1.31365,-1.52369
3503.208,-1.44891,-1.30864,-1.51754
3503.69,-1.44217,-1.30433,-1.51172
3504.172,-1.43585,-1.30087,-1.50612
3504.654,-1.43028,-1.29837,-1.50072
3505.136,-1.42581,-1.29697,-1.49551
3505.618,-1.42271,-1.29669,-1.4905
3506.1,-1.42105,-1.29736,-1.48567
3506.583,-1.42068,-1.29869,-1.48099
3507.065,-1.42137,-1.30029,-1.47641
3507.547,-1.42281,-1.30185,-1.47192
3508.029,-1.42477,-1.30312,-1.46753
3508.511,-1.42713,-1.30404,-1.46331
3508.993,-1.4298,-1.30459,-1.45933
3509.475,-1.43274,-1.30482,-1.45568
3509.958,-1.43585,-1.3047,-1.45242
3510.439,-1.43893,-1.3041,-1.44952
3510.922,-1.44164,-1.3028,-1.44691
3511.404,-1.44358,-1.30054,-1.44438
3511.886,-1.44434,-1.29709,-1.4417
3512.368,-1.44357,-1.29235,-1.43861
3512.85,-1.44108,-1.28636,-1.43485
3513.332,-1.43677,-1.27923,-1.43025
3513.814,-1.43067,-1.27119,-1.42467
3514.297,-1.42293,-1.26245,-1.41812
3514.779,-1.41373,-1.25322,-1.41067
3515.261,-1.40331,-1.24362,-1.40249
3515.743,-1.39194,-1.23378,-1.3938
3516.225,-1.37995,-1.22376,-1.38486
3516.707,-1.36761,-1.21364,-1.37588
3517.189,-1.35517,-1.20343,-1.36706
3517.672,-1.34279,-1.19313,-1.35849
3518.154,-1.33048,-1.18262,-1.35018
3518.636,-1.31811,-1.17178,-1.34207
3519.118,-1.30549,-1.16041,-1.33401
3519.6,-1.29244,-1.14844,-1.32583
3520.082,-1.27886,-1.13588,-1.31742
3520.564,-1.26492,-1.12299,-1.3087
3521.047,-1.25092,-1.11013,-1.29972
3521.529,-1.23727,-1.09765,-1.29058
3522.011,-1.22438,-1.0858,-1.28142
3522.493,-1.21254,-1.07472,-1.2724
3522.975,-1.20186,-1.06438,-1.26362
3523.457,-1.19234,-1.05462,-1.2552
3523.939,-1.18381,-1.04526,-1.24714
3524.422,-1.17608,-1.03614,-1.2395
3524.904,-1.16896,-1.02722,-1.23222
3525.386,-1.1624,-1.01857,-1.22532
3525.868,-1.15645,-1.01043,-1.21874
3526.35,-1.1513,-1.00308,-1.21249
3526.832,-1.14724,-0.99684,-1.20657
3527.314,-1.14449,-0.99185,-1.20103
3527.796,-1.14313,-0.98814,-1.19588
3528.279,-1.1431,-0.98549,-1.1912
3528.761,-1.14411,-0.98362,-1.18698
3529.243,-1.14577,-0.98216,-1.18324
3529.725,-1.14765,-0.98077,-1.17992
3530.207,-1.14932,-0.97912,-1.17699
3530.689,-1.15046,-0.97701,-1.17435
3531.171,-1.15096,-0.97434,-1.17193
3531.654,-1.15082,-0.97115,-1.16965
3532.136,-1.1502,-0.96758,-1.16746
3532.618,-1.14938,-0.96389,-1.16527
3533.1,-1.14858,-0.96036,-1.16303
3533.582,-1.14799,-0.95721,-1.16066
3534.064,-1.14763,-0.95457,-1.15809
3534.546,-1.14732,-0.95233,-1.15521
3535.029,-1.14667,-0.95019,-1.15194
3535.511,-1.14522,-0.94769,-1.14817
3535.993,-1.14253,-0.94431,-1.14385
3536.475,-1.13828,-0.93965,-1.13894
3536.957,-1.1323,-0.93343,-1.13347
3537.439,-1.12456,-0.92554,-1.12743
3537.921,-1.1151,-0.91594,-1.12088
3538.404,-1.10397,-0.90469,-1.11382
3538.886,-1.0913,-0.89187,-1.10623
3539.368,-1.07728,-0.87765,-1.09817
3539.85,-1.06219,-0.86234,-1.08966
3540.332,-1.0465,-0.84639,-1.08086
3540.814,-1.0307,-0.83034,-1.07196
3541.296,-1.01524,-0.81475,-1.06316
3541.779,-1.00046,-0.80002,-1.05471
